Date,Open,High,Low,Close,Volume
10/6/2009 16:00:00,273.51,279.23,273.51,278.57,0
10/7/2009 16:00:00,278.56,279.57,275.96,276.98,0
10/8/2009 16:00:00,277,280.12,277,280.03,0
10/9/2009 16:00:00,280.03,282.18,279.39,281.16,0
10/12/2009 16:00:00,281.15,285.73,281.14,284.58,0
10/13/2009 16:00:00,284.57,285.27,281.84,282.62,0
10/14/2009 16:00:00,282.62,289.94,282.62,289.63,0
10/15/2009 16:00:00,289.63,291.9,288.83,289.26,0
10/16/2009 16:00:00,289.26,292.55,289.26,289.7,0
10/19/2009 16:00:00,289.69,294.6,289.61,293.84,0
10/20/2009 16:00:00,293.85,296.44,292.3,293.33,0
10/21/2009 16:00:00,293.33,294.39,288.58,292.34,0
10/22/2009 16:00:00,292.21,292.21,286.73,288.59,0
10/23/2009 16:00:00,288.64,293.44,288.64,290.36,0
10/26/2009 16:00:00,290.37,292.73,285.9,286.54,0
10/27/2009 16:00:00,286.53,290.74,286.53,289.09,0
10/28/2009 16:00:00,289.1,290.68,284.36,286.34,0
10/29/2009 16:00:00,286.32,291.43,283.87,291.41,0
10/30/2009 16:00:00,291.42,294.67,291.42,293.73,0
11/2/2009 16:00:00,293.68,293.68,287.42,289.93,0
11/3/2009 16:00:00,289.92,289.92,285.37,286.05,0
11/4/2009 16:00:00,286.05,291.9,286.05,291.76,0
11/5/2009 16:00:00,291.75,295.41,288.67,293.86,0
11/6/2009 16:00:00,293.9,295.68,290.95,293,0
11/9/2009 16:00:00,293.02,298.7,293.02,298.67,0
11/10/2009 16:00:00,298.67,299.17,296.9,298.11,0
11/11/2009 16:00:00,298.13,301.43,298.13,300.53,0
11/12/2009 16:00:00,300.54,303.75,300.27,302.1,0
11/13/2009 16:00:00,302.09,302.39,299.9,301.42,0
11/16/2009 16:00:00,302.29,304.15,301.94,304.02,0
11/17/2009 16:00:00,303.23,303.49,301.07,301.28,0
11/18/2009 16:00:00,302.56,303.58,301.39,301.73,0
11/19/2009 16:00:00,301.26,301.78,296.61,297.1,0
11/20/2009 16:00:00,297.29,299.55,296.26,297.35,0
11/23/2009 16:00:00,298.77,304.46,298.77,304.25,0
11/24/2009 16:00:00,302.83,304.5,301.56,301.87,0
11/25/2009 16:00:00,302.97,304.35,301.21,303.62,0
11/26/2009 16:00:00,302.64,302.64,293.96,294.34,0
11/27/2009 16:00:00,291.29,298.54,290.46,298.37,0
11/30/2009 16:00:00,299.94,300.11,292.34,293.78,0
12/1/2009 16:00:00,296.66,299.61,296.66,299.41,0
12/2/2009 16:00:00,299.91,302.14,297.11,300.37,0
12/3/2009 16:00:00,302.02,303.02,299.5,299.57,0
12/4/2009 16:00:00,298.95,304.79,297.83,303.26,0
12/7/2009 16:00:00,302.85,304.52,301.28,303.33,0
12/8/2009 16:00:00,303.02,305.58,298.64,300.02,0
12/9/2009 16:00:00,300.18,300.53,296.06,297.17,0
12/10/2009 16:00:00,297.54,298.83,296.81,297.86,0
12/11/2009 16:00:00,298.78,300.71,298.33,298.63,0
12/14/2009 16:00:00,300.26,301.53,298.92,299.86,0
12/15/2009 16:00:00,300.21,300.58,296.01,297.78,0
12/16/2009 16:00:00,298.19,300.78,298.16,300.47,0
12/17/2009 16:00:00,298.7,299.91,296.76,297.09,0
12/18/2009 16:00:00,297.11,297.92,293.64,294.34,0
12/21/2009 16:00:00,294.86,297.75,294.82,297.55,0
12/22/2009 16:00:00,298.06,301.11,298.06,300.76,0
12/23/2009 16:00:00,301.07,302.18,300.57,301.06,0
12/28/2009 16:00:00,301.93,303.16,301.21,302.1,0
12/29/2009 16:00:00,302.23,303.27,301.79,302.63,0
12/30/2009 16:00:00,302.21,303.28,298.17,299.5,0
1/4/2010 16:00:00,300.31,304.53,300.31,304.03,0
1/5/2010 16:00:00,305.2,306.42,303.64,305.66,0
1/7/2010 16:00:00,304.95,307.2,304.71,306.15,0
1/8/2010 16:00:00,307.34,308.69,306.36,308.34,0
1/11/2010 16:00:00,310.09,312.01,309.1,309.57,0
1/12/2010 16:00:00,309.99,310.34,305.95,306.53,0
1/13/2010 16:00:00,305.61,307.91,304.96,307.89,0
1/14/2010 16:00:00,309.68,310.92,308.92,309.79,0
1/15/2010 16:00:00,310.82,311.27,306.44,307.2,0
1/18/2010 16:00:00,308.03,308.94,306.87,308.7,0
1/19/2010 16:00:00,308.32,309.94,304.86,309.75,0
1/20/2010 16:00:00,309.29,309.96,304.36,304.44,0
1/21/2010 16:00:00,306.65,307.09,302.22,302.81,0
1/22/2010 16:00:00,301.99,303.76,299.36,301.32,0
1/25/2010 16:00:00,299.42,303.12,298.34,300.53,0
1/26/2010 16:00:00,298.87,299.08,296.8,298.84,0
1/27/2010 16:00:00,297.58,302.13,296.32,299.91,0
1/28/2010 16:00:00,304.29,304.85,296.59,297.09,0
1/29/2010 16:00:00,298.76,302.53,297.16,301.62,0
2/1/2010 16:00:00,300.96,305.72,299.95,305.71,0
2/2/2010 16:00:00,306.44,307.51,304.91,307.45,0
2/3/2010 16:00:00,307.39,308.74,306.12,307.12,0
2/4/2010 16:00:00,307.02,308.75,300.92,301.07,0
2/5/2010 16:00:00,300.37,301.2,296.5,297.2,0
2/8/2010 16:00:00,298.4,328.57,291.92,299.65,0
2/9/2010 16:00:00,297.12,300.4,295.78,298.52,0
2/10/2010 16:00:00,304.58,304.58,295.03,296.47,0
2/11/2010 16:00:00,298.53,300.46,296.41,298.7,0
2/12/2010 16:00:00,300.7,300.95,292.84,294.67,0
2/15/2010 16:00:00,295.22,295.87,290.74,291.74,0
2/16/2010 16:00:00,293.5,295.08,291.92,295.08,0
2/17/2010 16:00:00,313.97,313.97,296.54,298.23,0
2/18/2010 16:00:00,298.4,299.36,297.26,299.33,0
2/19/2010 16:00:00,303.6,303.6,297.16,302.47,0
2/22/2010 16:00:00,303.92,303.92,301.34,301.96,0
2/23/2010 16:00:00,303.03,303.4,298.43,298.63,0
2/24/2010 16:00:00,298.65,299.6,296.77,299.13,0
2/25/2010 16:00:00,298.37,300.78,296.51,297.37,0
2/26/2010 16:00:00,297.48,300.01,297.31,299.65,0
3/1/2010 16:00:00,301.53,305.47,301.46,305.29,0
3/2/2010 16:00:00,305.34,307.5,304.18,307.42,0
3/3/2010 16:00:00,307.31,310.25,307.13,310.24,0
3/4/2010 16:00:00,309.35,311.75,308.78,311.11,0
3/5/2010 16:00:00,311.6,315.36,311.14,315,0
3/8/2010 16:00:00,316,317.15,315.29,316.54,0
3/9/2010 16:00:00,316.47,317.15,314.14,315.89,0
3/10/2010 16:00:00,315.79,319.39,314.86,319.39,0
3/11/2010 16:00:00,318.1,319.44,317.65,318.58,0
3/12/2010 16:00:00,319.55,322.68,319.02,321.58,0
3/15/2010 16:00:00,321.45,321.93,320.15,320.47,0
3/16/2010 16:00:00,321.05,323.07,320.33,322.65,0
3/17/2010 16:00:00,323.33,325.41,323.33,324.27,0
3/18/2010 16:00:00,323.28,323.77,321.74,322.19,0
3/19/2010 16:00:00,323.18,324.89,321.92,322.66,0
3/22/2010 16:00:00,322.22,325.31,320.76,323.71,0
3/23/2010 16:00:00,324.22,326.28,324.06,326.28,0
3/24/2010 16:00:00,327.05,327.11,322.74,325.42,0
3/25/2010 16:00:00,325.17,328.07,324.86,327.28,0
3/26/2010 16:00:00,326.31,326.36,324.77,326.18,0
3/29/2010 16:00:00,327.03,328.19,325.41,326.16,0
3/30/2010 16:00:00,327.4,327.54,324.99,325.21,0
3/31/2010 16:00:00,325.12,325.59,323.21,324.48,0
4/1/2010 16:00:00,325.97,329.27,325.85,329.27,0
4/6/2010 16:00:00,329.41,332.52,329.41,332.52,0
4/7/2010 16:00:00,332.56,332.56,331.22,331.7,0
4/8/2010 16:00:00,331.61,331.61,327.77,330.12,0
4/9/2010 16:00:00,330.25,332.61,330.25,332.61,0
4/12/2010 16:00:00,333.97,333.97,332.8,333.56,0
4/13/2010 16:00:00,332.1,333.19,330.07,332.84,0
4/14/2010 16:00:00,333.05,334.31,332.02,333.93,0
4/15/2010 16:00:00,334.3,334.3,331.86,334.24,0
4/16/2010 16:00:00,334.95,336.81,332.04,332.52,0
4/19/2010 16:00:00,331.1,332.17,328.66,330.36,0
4/20/2010 16:00:00,330.48,335.06,330.48,334.6,0
4/21/2010 16:00:00,334.96,335.26,330.58,330.58,0
4/22/2010 16:00:00,330,332.33,326.23,328.73,0
4/23/2010 16:00:00,330.33,337.22,329.71,336.97,0
4/26/2010 16:00:00,339.3,340.72,337.54,337.54,0
4/27/2010 16:00:00,338.07,338.07,329.39,329.39,0
4/28/2010 16:00:00,328.82,332.99,325.28,327.94,0
4/29/2010 16:00:00,329.06,333.93,327.77,333.93,0
4/30/2010 16:00:00,333.67,334.68,331.75,332.95,0
5/3/2010 16:00:00,331.71,334.36,330.13,334.36,0
5/4/2010 16:00:00,335.49,335.49,324.93,325.02,0
5/5/2010 16:00:00,324.02,325.13,315.78,315.78,0
5/6/2010 16:00:00,312.53,318.33,307.03,308.16,0
5/7/2010 16:00:00,299.74,305.32,292.45,296.94,0
5/10/2010 16:00:00,306.67,315.66,306.67,315.66,0
5/11/2010 16:00:00,314.62,314.62,309.21,312.1,0
5/12/2010 16:00:00,311.81,317.76,309.86,317.62,0
5/14/2010 16:00:00,318.5,318.65,310.37,310.62,0
5/17/2010 16:00:00,308.22,314.54,307.48,311.61,0
5/18/2010 16:00:00,314.3,315.6,312.87,314.53,0
5/19/2010 16:00:00,313.75,313.75,305.02,305.17,0
5/20/2010 16:00:00,307.11,308.82,294.3,298.12,0
5/21/2010 16:00:00,297.84,301.27,294.44,300.03,0
5/24/2010 16:00:00,300.3,303.54,296.28,300.09,0
5/25/2010 16:00:00,293.52,295.1,290.62,292.66,0
5/26/2010 16:00:00,295.03,301.57,295.03,300.46,0
5/27/2010 16:00:00,301.91,307.55,301.22,307.55,0
5/28/2010 16:00:00,310.72,310.72,306.93,307.79,0
5/31/2010 16:00:00,308.39,309.78,307.75,308.41,0
6/1/2010 16:00:00,307.75,309.69,302.63,308.52,0
6/2/2010 16:00:00,307.09,311.29,305.26,310.89,0
6/3/2010 16:00:00,314.43,317.62,314.43,315.83,0
6/4/2010 16:00:00,317.04,318.43,309.92,310.43,0
6/7/2010 16:00:00,309.98,310.74,304.82,306.6,0
6/8/2010 16:00:00,307.63,308.86,302.49,304.64,0
6/9/2010 16:00:00,306.56,311.84,304.77,311.84,0
6/10/2010 16:00:00,310.9,318.38,309.65,318.3,0
6/11/2010 16:00:00,319.53,319.78,315.06,318.05,0
6/14/2010 16:00:00,319.86,322.79,319.86,322.79,0
6/15/2010 16:00:00,321.39,326.06,321.19,325.98,0
6/16/2010 16:00:00,327.53,327.85,322.2,325.66,0
6/17/2010 16:00:00,324.56,327.7,323.72,325.77,0
6/18/2010 16:00:00,326.49,328.59,326.15,328.06,0
6/21/2010 16:00:00,331.32,332.46,328.96,330.08,0
6/22/2010 16:00:00,328.25,331.49,327.15,329.81,0
6/23/2010 16:00:00,327.34,331.13,325.85,326.59,0
6/24/2010 16:00:00,327.92,328.23,318.46,318.77,0
6/28/2010 16:00:00,320.27,320.58,316.21,319.99,0
6/29/2010 16:00:00,317.47,317.47,308.97,309.84,0
6/30/2010 16:00:00,311.29,314.12,308.8,312.96,0
7/1/2010 16:00:00,309.28,312.16,303.79,305.38,0
7/2/2010 16:00:00,308.15,309.17,305.73,306.15,0
7/5/2010 16:00:00,306.24,308.44,305.23,305.63,0
7/6/2010 16:00:00,307.64,314.84,307.15,314.21,0
7/7/2010 16:00:00,312.96,318.12,309.76,317.61,0
7/8/2010 16:00:00,318.96,320.47,314.82,316.14,0
7/9/2010 16:00:00,318.02,320.43,317.25,320.17,0
7/12/2010 16:00:00,321.3,321.91,318.36,320.85,0
7/13/2010 16:00:00,320.93,329.55,320.93,329.55,0
7/14/2010 16:00:00,330.92,331.38,327.86,330.11,0
7/15/2010 16:00:00,329.46,330.99,325.76,327.54,0
7/16/2010 16:00:00,327.82,329.35,320.93,321.46,0
7/19/2010 16:00:00,321.12,324.05,318.55,320.91,0
7/20/2010 16:00:00,322.5,323.12,316.67,319.31,0
7/21/2010 16:00:00,321.61,327.04,321.61,323.75,0
7/22/2010 16:00:00,323.8,330.56,322.6,330.32,0
7/23/2010 16:00:00,329.2,331.16,326.85,328.79,0
7/26/2010 16:00:00,330.74,330.74,327.52,329.91,0
7/27/2010 16:00:00,331.03,332.44,329.24,329.95,0
7/28/2010 16:00:00,331.09,332.15,327.38,328.05,0
7/29/2010 16:00:00,329.03,330.33,326.92,327.4,0
7/30/2010 16:00:00,326.51,329,324.19,327.09,0
8/2/2010 16:00:00,328.41,334.95,328.41,334.68,0
8/3/2010 16:00:00,334.58,334.89,333.1,334.58,0
8/4/2010 16:00:00,334.27,335.13,331.8,334.07,0
8/5/2010 16:00:00,334.24,337.98,333.95,335.37,0
8/6/2010 16:00:00,335.96,337.73,331.89,332.71,0
8/9/2010 16:00:00,332.82,336.07,332.82,335.17,0
8/10/2010 16:00:00,334.25,334.51,331.04,332.05,0
8/11/2010 16:00:00,331.1,331.1,323.18,323.6,0
8/12/2010 16:00:00,322.38,325.5,319.38,321.75,0
8/13/2010 16:00:00,324.49,324.6,319.5,323.55,0
8/16/2010 16:00:00,325.02,326.29,322.63,326.29,0
8/17/2010 16:00:00,326.55,330.05,326.5,330.04,0
8/18/2010 16:00:00,329.6,330.85,328.45,330.04,0
8/19/2010 16:00:00,330.43,331.07,325.04,325.13,0
8/20/2010 16:00:00,324.79,326.08,319.05,319.5,0
8/23/2010 16:00:00,319.68,321.87,317.59,319.72,0
8/24/2010 16:00:00,318.18,318.18,311.63,314.4,0
8/25/2010 16:00:00,314.23,316.26,308.18,311.71,0
8/26/2010 16:00:00,314.37,315.46,313.18,314.87,0
8/27/2010 16:00:00,314.59,318.66,313.06,318.66,0
8/30/2010 16:00:00,318.49,320.43,313.83,315.86,0
8/31/2010 16:00:00,312.7,316.16,311.43,316.16,0
9/1/2010 16:00:00,317.64,327.04,315.72,327.01,0
9/2/2010 16:00:00,326.89,327.2,324.83,326.01,0
9/3/2010 16:00:00,326.53,330.13,325.65,327.84,0
9/6/2010 16:00:00,329.23,329.58,328.12,329.29,0
9/7/2010 16:00:00,328.14,328.63,326.29,327.93,0
9/8/2010 16:00:00,326.58,331.28,325.69,331.17,0
9/9/2010 16:00:00,331.01,333.99,330.04,333.8,0
9/10/2010 16:00:00,333.09,335.28,332.86,334.63,0
9/13/2010 16:00:00,335.35,338.43,335.35,338.12,0
9/14/2010 16:00:00,338.34,339.39,336.67,339.02,0
9/15/2010 16:00:00,338.97,340,336.55,338.32,0
9/16/2010 16:00:00,338.54,339.33,336.7,337.79,0
9/17/2010 16:00:00,339.43,340.94,337.49,338.77,0
9/20/2010 16:00:00,338.47,341.73,338.39,341.73,0
9/21/2010 16:00:00,341.64,344.05,341.64,342.52,0
9/22/2010 16:00:00,343.5,343.5,338.33,340.22,0
9/23/2010 16:00:00,340.74,341.73,335.16,337.11,0
9/24/2010 16:00:00,336.87,343.67,336.54,343.67,0
9/27/2010 16:00:00,344.2,345.24,341.52,341.52,0
9/28/2010 16:00:00,341.38,343.96,339.22,343.06,0
9/29/2010 16:00:00,343.09,343.85,340.45,341.99,0
9/30/2010 16:00:00,340.91,346.14,340.63,342.83,0
10/1/2010 16:00:00,343,344.35,340.4,341.58,0
10/4/2010 16:00:00,341.86,342.08,337.72,337.81,0
10/5/2010 16:00:00,337.72,344.71,335.86,343.56,0
10/6/2010 16:00:00,344.7,345.75,343.39,343.92,0
10/7/2010 16:00:00,343.14,344.07,341.42,342,0
10/8/2010 16:00:00,342.05,342.47,340.48,342.2,0
10/11/2010 16:00:00,342.27,344.64,342.27,344.34,0
10/12/2010 16:00:00,342.93,344.17,340.03,343.95,0
10/13/2010 16:00:00,344.6,349.59,344.6,348.58,0
10/14/2010 16:00:00,349.29,350.47,346.85,347.42,0
10/15/2010 16:00:00,348.01,348.32,344.71,345.88,0
10/18/2010 16:00:00,345.87,347.19,343.88,346.31,0
10/19/2010 16:00:00,347.56,350.05,345.58,345.76,0
10/20/2010 16:00:00,344.98,346.45,343.84,346.45,0
10/21/2010 16:00:00,346.51,352.07,346.17,351.51,0
10/22/2010 16:00:00,351.5,351.85,349.37,349.37,0
10/25/2010 16:00:00,349.49,351.33,348.58,349.15,0
10/26/2010 16:00:00,348.36,349.05,346.51,348.56,0
10/27/2010 16:00:00,348.73,349.85,346.89,347.39,0
10/28/2010 16:00:00,347.29,347.83,342.96,343.58,0
10/29/2010 16:00:00,342.68,343.4,340.41,343.17,0
11/1/2010 16:00:00,344.88,345.07,342.06,344.28,0
11/2/2010 16:00:00,344.33,345.84,343.57,345.64,0
11/3/2010 16:00:00,347.06,347.06,343.44,343.77,0
11/4/2010 16:00:00,346.99,350.67,346.75,349.32,0
11/5/2010 16:00:00,349.84,350.04,345.63,346.77,0
11/8/2010 16:00:00,347.55,349.42,347.03,348.68,0
11/9/2010 16:00:00,348.48,351.63,348.27,351.08,0
11/10/2010 16:00:00,350.56,350.93,347.92,349,0
11/11/2010 16:00:00,349.97,350.02,346.97,348.3,0
11/12/2010 16:00:00,345.36,346.89,343.4,345.64,0
11/15/2010 16:00:00,344.47,348.66,344.28,348.52,0
11/16/2010 16:00:00,348.46,348.46,341.04,342.22,0
11/17/2010 16:00:00,341.4,343.76,340.68,343.21,0
11/18/2010 16:00:00,345.16,349.07,344.7,349.03,0
11/19/2010 16:00:00,349.55,350.08,347.68,350.08,0
11/22/2010 16:00:00,350.95,352.52,348.23,349.12,0
11/23/2010 16:00:00,347.3,347.85,343.04,343.4,0
11/24/2010 16:00:00,343.44,347,341.53,346.66,0
11/25/2010 16:00:00,346.69,349.75,346.69,349.54,0
11/26/2010 16:00:00,348.25,350.41,346.82,349.36,0
11/29/2010 16:00:00,349.4,352.48,346.09,346.85,0
11/30/2010 16:00:00,346.88,348.52,345.14,348.04,0
12/1/2010 16:00:00,348.12,356.41,348.12,356.41,0
12/2/2010 16:00:00,356.93,360.21,355.6,360.21,0
12/3/2010 16:00:00,359.93,361.43,357.2,361.43,0
12/6/2010 16:00:00,360.86,361.62,359.47,360.75,0
12/7/2010 16:00:00,360.77,364.19,360.77,362.22,0
12/8/2010 16:00:00,361.11,362.35,360.32,361.13,0
12/9/2010 16:00:00,362.7,362.82,357.24,357.95,0
12/10/2010 16:00:00,358.24,359.46,357.9,359.46,0
12/13/2010 16:00:00,360.4,363.56,360.4,362.56,0
12/14/2010 16:00:00,362.5,365.5,362,365.5,0
12/15/2010 16:00:00,364.56,366.43,363.62,366.15,0
12/16/2010 16:00:00,366.43,366.47,364.54,365.56,0
12/17/2010 16:00:00,365.59,366.3,364.07,365.44,0
12/20/2010 16:00:00,365.43,367.56,364.58,366.04,0
12/21/2010 16:00:00,367.36,370.11,367.36,370.11,0
12/22/2010 16:00:00,369.87,370.88,369.03,369.52,0
12/23/2010 16:00:00,369.04,369.41,367.67,369.28,0
12/27/2010 16:00:00,369.02,369.38,367.65,369.03,0
12/28/2010 16:00:00,368.82,369.74,368.59,369.07,0
12/29/2010 16:00:00,369.38,370.88,369.33,370.88,0
12/30/2010 16:00:00,370.76,370.95,368.53,368.54,0
1/3/2011 16:00:00,368.65,375.82,368.65,375.82,0
1/4/2011 16:00:00,376.85,377.13,373.14,373.14,0
1/5/2011 16:00:00,373.31,373.45,368.68,369.36,0
1/7/2011 16:00:00,371.62,373.06,369.74,371.35,0
1/10/2011 16:00:00,371.46,371.68,368.04,368.98,0
1/11/2011 16:00:00,370.57,375.25,369.83,375.19,0
1/12/2011 16:00:00,375.68,376.46,375.13,375.52,0
1/13/2011 16:00:00,377.17,377.17,374.16,374.99,0
1/14/2011 16:00:00,374.86,374.94,371.54,374.38,0
1/17/2011 16:00:00,374.73,375.31,371.75,373.2,0
1/18/2011 16:00:00,374.28,375.87,374.17,375.38,0
1/19/2011 16:00:00,375.65,376.19,367.58,368.09,0
1/20/2011 16:00:00,367.87,367.9,362.11,362.11,0
1/21/2011 16:00:00,363.56,367.51,362.78,366.09,0
1/24/2011 16:00:00,367.8,368.27,362.45,364.79,0
1/25/2011 16:00:00,366.37,367.3,365.26,366.27,0
1/26/2011 16:00:00,368.38,373.04,367.56,372.39,0
1/27/2011 16:00:00,372.44,372.59,370.6,370.6,0
1/28/2011 16:00:00,370.81,370.97,366.81,366.81,0
1/31/2011 16:00:00,365.67,365.67,362.71,364.81,0
2/1/2011 16:00:00,364.87,367.32,363.42,364.69,0
2/2/2011 16:00:00,365.81,366.58,356.77,359.39,0
2/3/2011 16:00:00,360.99,362.69,358.11,361.19,0
2/4/2011 16:00:00,360.74,363.37,360.33,361.79,0
2/7/2011 16:00:00,362.03,364.55,361.76,362.84,0
2/8/2011 16:00:00,362.88,363.8,358.94,360.32,0
2/9/2011 16:00:00,360.32,361.55,359.86,360.89,0
2/10/2011 16:00:00,360.76,360.76,357.01,358.33,0
2/11/2011 16:00:00,358.4,362.06,355.9,362.06,0
2/14/2011 16:00:00,363.54,364.12,360.95,360.95,0
2/15/2011 16:00:00,360.97,361.52,356.22,357.78,0
2/16/2011 16:00:00,358.68,359.93,357.89,358.68,0
2/17/2011 16:00:00,359.7,359.7,352.37,353.92,0
2/18/2011 16:00:00,354.45,356.07,352.42,355.83,0
2/21/2011 16:00:00,355.82,357.95,353.4,354.71,0
2/22/2011 16:00:00,352.91,354.76,350.55,353.84,0
2/23/2011 16:00:00,352.32,352.44,346.82,349.03,0
2/24/2011 16:00:00,346.69,352.27,345.58,350.44,0
2/25/2011 16:00:00,352.06,355.26,350.75,354.7,0
2/28/2011 16:00:00,355.26,359.62,353.86,358.72,0
3/1/2011 16:00:00,359.47,360.4,356.6,356.6,0
3/2/2011 16:00:00,354.55,354.55,352,352.44,0
3/3/2011 16:00:00,354.31,356.32,353.37,355.26,0
3/4/2011 16:00:00,356.77,359.69,356.18,356.34,0
3/7/2011 16:00:00,356.35,361.11,354.75,358.57,0
3/8/2011 16:00:00,358.66,361.29,358.42,359.64,0
3/9/2011 16:00:00,360.55,363.82,360.21,361.29,0
3/10/2011 16:00:00,359.57,361.73,357.8,358.62,0
3/11/2011 16:00:00,356.01,356.52,353.1,353.27,0
3/14/2011 16:00:00,349.75,352.27,348.9,349.47,0
3/15/2011 16:00:00,343.65,343.65,334.51,341.07,0
3/16/2011 16:00:00,343.43,346.08,338.67,338.67,0
3/17/2011 16:00:00,341.2,345.03,340.46,344.35,0
3/18/2011 16:00:00,346.5,350.35,346.5,349.49,0
3/21/2011 16:00:00,352.45,354.61,352.43,354.61,0
3/22/2011 16:00:00,355.36,355.63,352.08,354.25,0
3/23/2011 16:00:00,353.87,356.51,352.83,356.3,0
3/24/2011 16:00:00,355.61,360.82,355.23,360.82,0
3/25/2011 16:00:00,360.94,361.7,359.34,361.05,0
3/28/2011 16:00:00,360.72,362.59,359.67,362.59,0
3/29/2011 16:00:00,362.2,362.29,360.11,362.02,0
3/30/2011 16:00:00,363.8,365.55,363.8,365.11,0
3/31/2011 16:00:00,364.05,365.37,363.75,364.33,0
4/1/2011 16:00:00,364.96,367.7,363.97,367.5,0
4/4/2011 16:00:00,367.68,369.51,366.96,369.31,0
4/5/2011 16:00:00,368.9,369.42,367.43,368.74,0
4/6/2011 16:00:00,368.81,370.84,367.63,370.73,0
4/7/2011 16:00:00,369.14,370.07,367.25,367.44,0
4/8/2011 16:00:00,368.7,369.55,367.08,368.61,0
4/11/2011 16:00:00,367.47,368.68,366.71,367.54,0
4/12/2011 16:00:00,365.63,365.87,361.33,362.01,0
4/13/2011 16:00:00,362.41,364.78,362.41,364.03,0
4/14/2011 16:00:00,363.05,363.23,359.81,361.55,0
4/15/2011 16:00:00,361.46,361.82,359.42,360.2,0
4/18/2011 16:00:00,360.31,360.75,354.22,354.73,0
4/19/2011 16:00:00,356.39,360.14,355.69,358.23,0
4/20/2011 16:00:00,360.6,365.3,360.6,365.04,0
4/21/2011 16:00:00,366.01,366.06,364.49,365.71,0
4/26/2011 16:00:00,366.27,369.03,364.91,368.9,0
4/27/2011 16:00:00,371.42,371.42,367.67,369.45,0
4/28/2011 16:00:00,370.92,371.36,367.78,371.36,0
