Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker
2016-10-11,75.832811258607,75.832811258607,74.7443020060911,74.92572021484375,62944,0,0,BILI-A.ST
2016-10-12,74.7443020060911,76.01422946735964,74.38146558858581,74.92572021484375,65378,0,0,BILI-A.ST
2016-10-13,74.92573975353706,75.46999452172255,73.83723021716607,74.38148498535156,63514,0,0,BILI-A.ST
2016-10-14,74.381482741412,75.46999224494486,73.65580973905676,74.01864624023438,78628,0,0,BILI-A.ST
2016-10-17,73.65580294025479,74.01863940794077,72.56729353719683,72.93013000488281,123134,0,0,BILI-A.ST
2016-10-18,73.29296341318215,74.01863631826316,73.1115451869119,73.65579986572266,82586,0,0,BILI-A.ST
2016-10-19,73.83723021716607,75.28857626566072,73.29297544898056,74.38148498535156,54314,0,0,BILI-A.ST
2016-10-20,74.38147766698751,75.65140533447266,74.01864119056317,75.65140533447266,102282,0,0,BILI-A.ST
2016-10-21,74.56289064685029,76.19565467561344,74.56289064685029,76.01423645019531,64658,0,0,BILI-A.ST
2016-10-24,75.83282163357848,76.73991280144425,75.46998516643217,76.5584945678711,897514,0,0,BILI-A.ST
2016-10-25,76.73991732530192,77.64700854664117,76.37708083676621,77.28417205810547,114078,0,0,BILI-A.ST
2016-10-26,77.64700854664117,77.64700854664117,76.37708083676621,77.28417205810547,1199406,0,0,BILI-A.ST
2016-10-27,77.28417745626199,78.0098504840203,76.37708617156407,76.92134094238281,101280,0,0,BILI-A.ST
2016-10-28,76.19565426724628,77.28416361392124,74.01863557389639,74.74430847167969,132826,0,0,BILI-A.ST
2016-10-31,75.10715121736106,78.73551601047029,74.74431473805014,78.1912612915039,218218,0,0,BILI-A.ST
2016-11-01,77.64700854664117,79.46119098931972,77.28417205810547,77.28417205810547,114644,0,0,BILI-A.ST
2016-11-02,77.10274938327163,77.10274938327163,72.74871177103982,72.93013000488281,199302,0,0,BILI-A.ST
2016-11-03,72.56729579207921,74.74431466584159,72.56729579207921,73.29296875,96628,0,0,BILI-A.ST
2016-11-04,72.93013164813702,74.01864107572115,70.75311279296875,70.75311279296875,72884,0,0,BILI-A.ST
2016-11-07,71.84161760302013,74.20005454453342,71.66019937674987,73.65579986572266,126548,0,0,BILI-A.ST
2016-11-08,73.29296959345065,73.4743878350186,71.11595069463529,72.20446014404297,124232,0,0,BILI-A.ST
2016-11-09,68.03184460990036,72.20446441264092,67.8504263576073,71.66020965576172,167144,0,0,BILI-A.ST
2016-11-10,72.20446014404297,73.65580607658654,71.66020541933914,72.20446014404297,121650,0,0,BILI-A.ST
2016-11-11,72.20446534144541,72.93013835995241,70.20886454055119,70.57170104980469,105598,0,0,BILI-A.ST
2016-11-14,70.75311930443144,71.66021057756517,70.20886454055119,70.57170104980469,94076,0,0,BILI-A.ST
2016-11-15,70.57169455503805,71.66020398262219,70.57169455503805,70.75311279296875,61192,0,0,BILI-A.ST
2016-11-16,70.93453664658945,72.93013742181319,70.57170014200331,71.66020965576172,95754,0,0,BILI-A.ST
2016-11-17,71.29736781660796,73.111550203799,71.11594957788886,72.02304077148438,71118,0,0,BILI-A.ST
2016-11-18,71.84161834716797,73.11154594421387,71.47878189086914,72.56729125976562,41800,0,0,BILI-A.ST
2016-11-21,72.74872802965568,72.74872802965568,71.4788001089385,71.84163665771484,41170,0,0,BILI-A.ST
2016-11-22,71.66020429404617,72.38587724892258,71.47878605532706,72.02304077148438,58558,0,0,BILI-A.ST
2016-11-23,71.84163222020986,72.7487235361216,70.75312264111578,71.11595916748047,87400,0,0,BILI-A.ST
2016-11-24,72.02305048339221,72.02305048339221,70.93454090429812,71.11595916748047,47720,0,0,BILI-A.ST
2016-11-25,71.84163333805462,72.02305160405982,70.93454200802869,71.29737854003906,39784,0,0,BILI-A.ST
2016-11-28,72.20446441264092,72.56730091722706,71.29737315117558,71.66020965576172,79324,0,0,BILI-A.ST
2016-11-29,71.29737854003906,72.02305160405982,70.93454200802869,71.29737854003906,65752,0,0,BILI-A.ST
2016-11-30,71.11594926883012,71.66020398262219,70.75311279296875,70.75311279296875,101022,0,0,BILI-A.ST
2016-12-01,71.1159593013295,72.3858871459961,69.84603145666289,72.3858871459961,98138,0,0,BILI-A.ST
2016-12-02,71.47879569384517,72.02305048339221,70.57170437793343,71.11595916748047,91460,0,0,BILI-A.ST
2016-12-05,70.75312264111578,71.84163222020986,70.75312264111578,71.11595916748047,68186,0,0,BILI-A.ST
2016-12-06,70.75311839429638,71.66020965576172,70.75311839429638,71.66020965576172,61880,0,0,BILI-A.ST
2016-12-07,71.66020965576172,71.84162790805479,70.93453664658945,71.66020965576172,65156,0,0,BILI-A.ST
2016-12-08,71.66021507204944,71.66021507204944,70.93454200802869,71.29737854003906,133036,0,0,BILI-A.ST
2016-12-09,71.2973746323004,74.5629032414134,71.2973746323004,74.38148498535156,150984,0,0,BILI-A.ST
2016-12-12,74.38147354125977,74.38147354125977,72.56729125976562,72.56729125976562,196436,0,0,BILI-A.ST
2016-12-13,72.20446042661314,74.01864284939236,72.20446042661314,73.4743881225586,71822,0,0,BILI-A.ST
2016-12-14,73.47437454482257,75.1071384235964,72.56728350105932,74.92572021484375,123702,0,0,BILI-A.ST
2016-12-15,74.92574011604741,77.10275919932239,73.65581231747034,76.92134094238281,199072,0,0,BILI-A.ST
2016-12-16,76.37707290103157,77.64700047895846,75.46998177394093,76.01423645019531,834062,0,0,BILI-A.ST
2016-12-19,75.83282695951915,77.10275468372163,75.46999046688988,76.19566345214844,82984,0,0,BILI-A.ST
2016-12-20,76.19565352298426,77.28416285902689,75.2885624096154,75.83281707763672,117464,0,0,BILI-A.ST
2016-12-21,75.4699935913086,76.37708486043489,75.28857533748332,75.4699935913086,122506,0,0,BILI-A.ST
2016-12-22,75.2885635485228,76.19565467561344,74.56289064685029,76.01423645019531,88108,0,0,BILI-A.ST
2016-12-23,74.74431189111917,76.19565775308264,74.3814754256283,75.28856658935547,37130,0,0,BILI-A.ST
2016-12-27,75.4699935913086,75.8328300989591,75.10715708365807,75.4699935913086,46374,0,0,BILI-A.ST
2016-12-28,75.46999134303292,75.46999134303292,74.92573659777065,75.1071548461914,78630,0,0,BILI-A.ST
2016-12-29,75.10714418694162,76.19565352298426,74.74430774159408,75.83281707763672,55774,0,0,BILI-A.ST
2016-12-30,76.19565467561344,76.19565467561344,75.46998177394093,76.01423645019531,35578,0,0,BILI-A.ST
2017-01-02,76.01423530031049,76.92132641367935,75.46998063228916,75.83281707763672,61814,0,0,BILI-A.ST
2017-01-03,75.83281707763672,77.64699930437443,74.92572596426785,75.83281707763672,120054,0,0,BILI-A.ST
2017-01-04,75.83281707763672,76.01423530031049,74.74430774159408,75.83281707763672,214700,0,0,BILI-A.ST
2017-01-05,76.01423952033721,76.01423952033721,75.28856658935547,75.28856658935547,68154,0,0,BILI-A.ST
2017-01-09,75.28857222057525,76.19566345214844,74.74431748163133,76.19566345214844,73830,0,0,BILI-A.ST
2017-01-10,75.4699870962605,76.19566004910915,75.4699870962605,75.65140533447266,67166,0,0,BILI-A.ST
2017-01-11,75.83282357268482,76.01424181089699,75.10715061983616,75.65140533447266,80554,0,0,BILI-A.ST
2017-01-12,75.65141184513385,76.01424835278438,75.28857533748332,75.4699935913086,125862,0,0,BILI-A.ST
2017-01-13,75.4699935913086,76.01424835278438,75.10715708365807,75.4699935913086,111002,0,0,BILI-A.ST
2017-01-16,76.19564692179362,78.73550181918675,76.01422871483697,78.37266540527344,182956,0,0,BILI-A.ST
2017-01-17,77.82842679090903,78.7355180122483,77.10275381383762,77.28417205810547,139644,0,0,BILI-A.ST
2017-01-18,77.46558833288206,79.0983524897812,77.46558833288206,78.1912612915039,129450,0,0,BILI-A.ST
2017-01-19,78.37268266521517,79.09835565285604,77.10275493684362,77.46559143066406,177304,0,0,BILI-A.ST
2017-01-20,77.46559458703295,77.82843109563733,76.37708506121984,76.73992156982422,177352,0,0,BILI-A.ST
2017-01-23,76.92132268887813,79.0983412555445,76.92132268887813,77.6469955444336,337360,0,0,BILI-A.ST
2017-01-24,77.6469955444336,78.55408661387791,77.28415911665587,77.6469955444336,90706,0,0,BILI-A.ST
2017-01-25,77.6469955444336,78.55408661387791,77.28415911665587,77.6469955444336,112374,0,0,BILI-A.ST
2017-01-26,77.82842766898018,78.00984591529483,76.19566345214844,76.19566345214844,196934,0,0,BILI-A.ST
2017-01-27,77.10275468372163,77.46559117635091,76.19566345214844,76.19566345214844,223822,0,0,BILI-A.ST
2017-01-30,76.19566147748161,77.10275268554688,76.01424323586856,77.10275268554688,97082,0,0,BILI-A.ST
2017-01-31,77.46559117635091,77.46559117635091,75.83282695951915,76.19566345214844,160430,0,0,BILI-A.ST
2017-02-01,76.19566433671592,76.37708258513668,74.92573659777065,75.1071548461914,170506,0,0,BILI-A.ST
2017-02-02,75.65140959145367,76.19566433671592,74.56290010092916,75.1071548461914,205400,0,0,BILI-A.ST
2017-02-03,74.9257301238646,76.01423952033721,74.9257301238646,75.28856658935547,178196,0,0,BILI-A.ST
2017-02-06,75.4699748411017,75.4699748411017,74.56288379733846,74.92572021484375,142742,0,0,BILI-A.ST
2017-02-07,75.10715061983616,76.19566004910915,74.925732381624,75.65140533447266,76232,0,0,BILI-A.ST
2017-02-08,75.65140533447266,76.37707828732131,74.74431414341183,75.65140533447266,90516,0,0,BILI-A.ST
2017-02-09,76.01424181089699,76.01424181089699,75.28856885804832,75.65140533447266,68330,0,0,BILI-A.ST
2017-02-10,75.65140305484634,76.01423952033721,74.56289365837372,75.28856658935547,134966,0,0,BILI-A.ST
