Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker
2015-06-30,48.56420703925709,49.39561843872071,48.417487380528215,49.3956184387207,1520152,0,0,KIND-SDB.ST
2015-07-01,49.00436467448557,49.982495705912434,49.00436467448557,49.689056396484375,652056,0,0,KIND-SDB.ST
2015-07-02,49.78686229246843,50.080301559418146,49.39560993653547,49.59123611450195,183176,0,0,KIND-SDB.ST
2015-07-03,49.59123611450195,49.78686229246843,49.10217066958576,49.59123611450195,312344,0,0,KIND-SDB.ST
2015-07-06,49.39561889285133,49.59124510628836,48.90655335925874,49.29780578613281,323528,0,0,KIND-SDB.ST
2015-07-07,49.19999021731927,49.68905572643775,48.710924708200785,49.004364013671875,231096,0,0,KIND-SDB.ST
2015-07-08,48.90655091184818,49.49342952279036,48.02623299543492,49.004364013671875,359456,0,0,KIND-SDB.ST
2015-07-09,48.90655636323565,50.47156616685919,48.90655636323565,50.27593994140625,349656,0,0,KIND-SDB.ST
2015-07-10,52.134383944556824,53.30814118158249,51.058439810616626,51.35187911987305,862616,0,0,KIND-SDB.ST
2015-07-13,51.645312121314724,53.99282630864721,51.645312121314724,53.6015739440918,519888,0,0,KIND-SDB.ST
2015-07-14,53.79721007513956,53.79721007513956,52.8190789828643,53.112518310546875,228872,0,0,KIND-SDB.ST
2015-07-15,53.21033233811807,53.21033233811807,52.525640561708464,52.916893005371094,379424,0,0,KIND-SDB.ST
2015-07-16,53.01469873035758,53.69939041137695,52.91688563306909,53.69939041137695,209064,0,0,KIND-SDB.ST
2015-07-17,54.090648196664525,54.67752683894298,53.7972088755253,54.18846130371094,531816,0,0,KIND-SDB.ST
2015-07-20,54.286273692516566,55.55784406729624,53.992834375259726,55.16659164428711,269176,0,0,KIND-SDB.ST
2015-07-21,55.753469821626105,55.753469821626105,54.970964982024334,55.264404296875,304784,0,0,KIND-SDB.ST
2015-07-22,55.068779902874674,55.36221922740154,54.775340578347816,54.87315368652344,119952,0,0,KIND-SDB.ST
2015-07-23,54.97095826929882,55.46002373432817,54.77533208328708,55.06877136230469,157224,0,0,KIND-SDB.ST
2015-07-24,55.16658326838988,55.36220945019268,54.28626545027728,54.48189163208008,144616,0,0,KIND-SDB.ST
2015-07-27,54.481894739324396,54.873147125244145,53.4059506780451,53.797203063964844,185584,0,0,KIND-SDB.ST
2015-07-28,53.797203063964844,54.18845544988459,53.60157687100497,53.797203063964844,208584,0,0,KIND-SDB.ST
2015-07-29,53.89501616044478,54.18845544988459,53.50376377452504,53.797203063964844,209024,0,0,KIND-SDB.ST
2015-07-30,54.18845455888388,54.67752003324204,53.601575989654094,53.992828369140625,198016,0,0,KIND-SDB.ST
2015-07-31,54.18846130371094,54.48190062485016,53.895021982571706,54.18846130371094,162584,0,0,KIND-SDB.ST
2015-08-03,54.57971408241673,55.851284482186294,54.57971408241673,55.75347137451172,235296,0,0,KIND-SDB.ST
2015-08-04,55.753469821626105,55.949096031526544,55.264404296875,55.264404296875,203712,0,0,KIND-SDB.ST
2015-08-05,58.492238414530846,62.99164136949476,58.492238414530846,62.306949615478516,5578000,0,0,KIND-SDB.ST
2015-08-06,62.40476502044291,62.40476502044291,61.62226012990444,61.81788635253906,636360,0,0,KIND-SDB.ST
2015-08-07,62.99164638724378,64.55665623537406,62.306954578686785,63.67633819580078,1149064,0,0,KIND-SDB.ST
2015-08-10,64.26320894414728,64.55664825439453,63.67633032365279,64.55664825439453,399944,0,0,KIND-SDB.ST
2015-08-11,64.65446317486646,64.85008938719587,64.16539764404297,64.16539764404297,402768,0,0,KIND-SDB.ST
2015-08-12,64.26321642237939,64.45884265197566,63.3828983891961,63.77415084838867,489904,0,0,KIND-SDB.ST
2015-08-13,64.75227844786501,65.43697021393004,64.45883911955141,65.33915710449219,295664,0,0,KIND-SDB.ST
2015-08-14,65.53477140463698,65.73039758793442,64.65445357979858,65.43695831298828,272576,0,0,KIND-SDB.ST
2015-08-17,65.53476878978587,66.02383422851562,64.85007717556424,66.02383422851562,403848,0,0,KIND-SDB.ST
2015-08-18,66.12164731626157,66.31727349175347,65.53476878978587,66.02383422851562,170832,0,0,KIND-SDB.ST
2015-08-19,66.02384026370831,66.21946645708226,65.14352239352553,65.53477478027344,473040,0,0,KIND-SDB.ST
2015-08-20,65.53477065440752,65.92602301652339,64.36101356805992,64.75226593017578,318280,0,0,KIND-SDB.ST
2015-08-21,64.45883358089068,64.94789908605678,63.38288946952529,64.06758117675781,465408,0,0,KIND-SDB.ST
2015-08-24,62.502578131760224,62.502578131760224,59.470371680923655,61.81788635253906,1882184,0,0,KIND-SDB.ST
2015-08-25,61.524444753745655,62.502575830911724,61.13319232287923,62.306949615478516,1164016,0,0,KIND-SDB.ST
2015-08-26,62.40476425265968,63.87196090436798,61.133193821179155,62.796016693115234,512280,0,0,KIND-SDB.ST
2015-08-27,63.96977754232521,64.65446935088221,63.38289884927635,63.67633819580078,513728,0,0,KIND-SDB.ST
2015-08-28,63.96977754232521,63.96977754232521,62.600393925211215,63.67633819580078,249816,0,0,KIND-SDB.ST
2015-08-31,63.578521134610654,65.43697021393004,63.28508180629707,65.33915710449219,495560,0,0,KIND-SDB.ST
2015-09-01,64.8500758003484,64.8500758003484,62.69818791557063,62.89381408691406,1015176,0,0,KIND-SDB.ST
2015-09-02,63.187261905759435,63.57851430146073,62.11131781758087,62.69819641113281,756256,0,0,KIND-SDB.ST
2015-09-03,62.796014157737176,64.16539764404297,62.796014157737176,64.16539764404297,646640,0,0,KIND-SDB.ST
2015-09-04,64.06758117675781,64.06758117675781,63.28507636849207,64.06758117675781,397368,0,0,KIND-SDB.ST
2015-09-07,65.2413286690874,66.41508570661222,64.8500763232458,66.2194595336914,823072,0,0,KIND-SDB.ST
2015-09-08,66.2194595336914,66.41508570661222,65.632581014929,66.2194595336914,2120936,0,0,KIND-SDB.ST
2015-09-09,66.5129165649414,66.70854279013241,66.1216641145594,66.5129165649414,356920,0,0,KIND-SDB.ST
2015-09-10,66.31728453325802,66.61072384535208,65.63259280503854,66.12165832519531,1097816,0,0,KIND-SDB.ST
2015-09-11,66.12164731626157,66.41508657949942,65.63258187753182,66.02383422851562,337256,0,0,KIND-SDB.ST
2015-09-14,66.3172903397504,66.5129165649414,65.33915921379538,66.5129165649414,405608,0,0,KIND-SDB.ST
2015-09-15,66.51291596411241,66.51291596411241,64.36102750644996,65.8282241821289,676912,0,0,KIND-SDB.ST
2015-09-16,66.512899566115,66.9041519165039,65.33914251494825,66.9041519165039,402832,0,0,KIND-SDB.ST
2015-09-17,66.6107117900348,67.09977722167969,66.31727253104786,67.09977722167969,298832,0,0,KIND-SDB.ST
