Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker
2016-11-22,73.8709231025065,75.34380960608408,73.8709231025065,75.18518829345703,747480,0,0,LATO-B.ST
2016-11-23,75.45711868259507,76.54478609571534,75.29849734870551,75.93297576904297,136268,0,0,LATO-B.ST
2016-11-24,75.95562867586348,76.81669804121088,75.52508707796977,76.79403686523438,126780,0,0,LATO-B.ST
2016-11-25,76.81670201899635,77.36053569449385,75.93297143191037,76.06893157958984,85288,0,0,LATO-B.ST
2016-11-28,75.91030825393136,76.77137764117147,75.57041135130181,76.00094604492188,155644,0,0,LATO-B.ST
2016-11-29,76.02360968463377,76.36350659827595,75.00391894370723,75.88764953613281,135856,0,0,LATO-B.ST
2016-11-30,75.93296639862764,76.59009900109602,75.13987365749203,76.20487976074219,253876,0,0,LATO-B.ST
2016-12-01,75.97829098480648,75.97829098480648,75.00392255158417,75.59307861328125,118812,0,0,LATO-B.ST
2016-12-02,75.68371123610298,75.9782857891973,74.98125624577773,75.47977447509766,91344,0,0,LATO-B.ST
2016-12-05,75.45712097438835,77.0206455214441,75.34382199394632,76.5901107788086,163556,0,0,LATO-B.ST
2016-12-06,76.59010160301698,77.02063629407274,75.91030780180677,76.1822280883789,205040,0,0,LATO-B.ST
2016-12-07,76.59009990577925,76.79403665857905,75.6383858390869,75.68370819091797,161804,0,0,LATO-B.ST
2016-12-08,76.56743925664428,76.81669836299002,75.75168532461277,76.3635025024414,153552,0,0,LATO-B.ST
2016-12-09,76.36351035722426,76.93000524117993,75.57041751968632,76.70340728759766,130576,0,0,LATO-B.ST
2016-12-12,76.72605680973344,76.9526547288908,76.20487744653963,76.40882110595703,111684,0,0,LATO-B.ST
2016-12-13,76.00095143654406,76.74872882450961,75.91031363912357,76.45414733886719,141936,0,0,LATO-B.ST
2016-12-14,76.49945558513488,77.04328918457031,76.02359859242159,77.04328918457031,278256,0,0,LATO-B.ST
2016-12-15,77.0659519409049,77.49648659449709,76.6127561128669,77.45116424560547,113656,0,0,LATO-B.ST
2016-12-16,77.49649728201976,77.6324574322253,76.97532477398912,77.24723815917969,93808,0,0,LATO-B.ST
2016-12-19,77.24722621115579,77.54180764357422,76.52211704758156,77.38318634033203,85860,0,0,LATO-B.ST
