Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker
2017-01-24,27.27689072149106,28.39023392220916,27.27689072149106,27.64800453186035,27825,0,0,SECT-B.ST3
2017-01-25,27.833559590001258,28.761344909667965,27.833559590001258,28.76134490966797,62665,0,0,SECT-B.ST3
2017-01-26,28.761344909667965,28.761344909667965,28.20467336394593,28.76134490966797,20335,0,0,SECT-B.ST3
2017-01-27,28.761346860940012,28.94690464530628,27.833561478329045,28.019119262695312,1531105,0,0,SECT-B.ST3
2017-01-30,28.297452654304667,28.575787546339036,28.019117762270294,28.204673767089844,25440,0,0,SECT-B.ST3
2017-01-31,28.204674308192104,28.48301097517641,28.111895419197335,28.39023208618164,60380,0,0,SECT-B.ST3
2017-02-01,28.390232355851495,28.57578836599345,28.019118565957452,28.48301124572754,20065,0,0,SECT-B.ST3
2017-02-02,28.575790667470933,28.66856956481934,28.297455745036004,28.668569564819336,14470,0,0,SECT-B.ST3
2017-02-03,28.668567255869494,28.668567255869494,27.740781896329317,28.48301124572754,26485,0,0,SECT-B.ST3
2017-02-06,28.761345872550592,28.761345872550592,28.39023208618164,28.39023208618164,54070,0,0,SECT-B.ST3
2017-02-07,28.39023306181766,28.483011954000794,28.01911926269531,28.019119262695312,20150,0,0,SECT-B.ST3
2017-02-08,28.019117361778623,28.761344909667965,28.019117361778623,28.76134490966797,30655,0,0,SECT-B.ST3
2017-02-09,28.761344909667965,28.761344909667965,28.390231135723294,28.76134490966797,23565,0,0,SECT-B.ST3
2017-02-10,28.761344909667965,28.761344909667965,28.390231135723294,28.76134490966797,43095,0,0,SECT-B.ST3
2017-02-13,28.761345872550592,28.94690365054013,27.92633941081792,28.39023208618164,63150,0,0,SECT-B.ST3
2017-02-14,28.39023208618164,28.668566983555824,28.111895419197335,28.39023208618164,26605,0,0,SECT-B.ST3
2017-02-15,27.926337851070535,28.204672732899105,27.601612642530526,27.78717041015625,36140,0,0,SECT-B.ST3
2017-02-16,27.833559718205915,28.29745238017601,27.833559718205915,28.111894607543945,26850,0,0,SECT-B.ST3
2017-02-17,27.83356078620536,28.483011245727543,27.83356078620536,28.48301124572754,13120,0,0,SECT-B.ST3
2017-02-20,28.483010027821443,29.68913023580708,28.483010027821443,29.503572463989258,46365,0,0,SECT-B.ST3
2017-02-21,29.50357342663727,29.50357342663727,29.132459640502926,29.13245964050293,12515,0,0,SECT-B.ST3
2017-02-22,29.132461282471,29.318019070801668,28.575789687089216,29.039682388305664,409420,0,0,SECT-B.ST3
2017-02-23,28.946903632240815,29.225238529439043,28.76134585436858,29.13245964050293,35915,0,0,SECT-B.ST3
2017-02-24,29.03968343643327,29.410799026489258,28.668569615987565,29.410799026489258,38785,0,0,SECT-B.ST3
2017-02-27,29.410798115195067,30.524141311645504,28.94690541160909,30.524141311645508,155700,0,0,SECT-B.ST3
2017-02-28,30.616915177115594,32.19415090923526,30.245799638068586,31.451923370361328,105145,0,0,SECT-B.ST3
2017-03-01,31.544701168111587,31.915816715189198,31.451924050952265,31.73025894165039,134120,0,0,SECT-B.ST3
2017-03-02,31.730261158582373,31.730261158582373,30.895252888927413,31.173587799072266,26860,0,0,SECT-B.ST3
2017-03-03,31.730259080136626,31.823036197700876,30.8952508651777,31.080808639526367,125720,0,0,SECT-B.ST3
2017-03-06,31.26636746822182,33.12193819584068,31.173586808308702,32.19415283203125,42125,0,0,SECT-B.ST3
2017-03-07,31.173585757090617,31.544701305787957,29.781907758305856,31.080808639526367,465015,0,0,SECT-B.ST3
2017-03-08,30.988030825589718,30.988030825589718,29.874687743737255,30.060245513916016,105640,0,0,SECT-B.ST3
2017-03-09,30.060248454514117,30.709695404840797,28.761347475419882,29.039682388305664,38720,0,0,SECT-B.ST3
2017-03-10,29.22524117929948,29.96746881886615,27.64800523320746,28.668569564819336,45040,0,0,SECT-B.ST3
2017-03-13,28.66856956481934,28.66856956481934,28.2046768476876,28.668569564819336,28795,0,0,SECT-B.ST3
2017-03-14,28.761344514178692,29.50357205186187,28.761344514178692,29.318016052246094,28930,0,0,SECT-B.ST3
2017-03-15,29.31801743690908,29.31801743690908,28.111895419197335,28.39023208618164,34000,0,0,SECT-B.ST3
2017-03-16,28.39023366836877,29.503575089522116,28.39023366836877,29.039682388305664,30010,0,0,SECT-B.ST3
2017-03-17,29.039682388305664,29.039682388305664,28.2046758800381,29.039682388305664,26670,0,0,SECT-B.ST3
2017-03-20,27.92633941081792,28.85412476154536,27.92633941081792,28.39023208618164,28955,0,0,SECT-B.ST3
